Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual
1580,00:00.0,4616,Vargas,,,BBL,USA,California,James San Jacinto Mountains Reserve,2006,1,33.81,-116.78,1640,None,,,,Eriogonum wrightii,Mediterranean,Savanna,Natural,Deciduous,Mature,,Dry,1.2,,,,,10.3,507,,,,Gradient,0.1,1,,341,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,,0.75,8,0.516,0.053,0,,,Positive,0.88,1.7,1.7,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,-0.22,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222
1426,00:00.0,4630,Wang,,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Alder cremastogyne; Cupressus funebris,Subtropical,Forest,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.42,,40,42,18,17.3,826,,,,IRGA,5,1,,602,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.36,5,89.081,0.07,0,,,Positive,1.13,2,2,2,2,,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187
1427,00:00.0,4630,Wang,,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Lolium multiflorum,Subtropical,Grassland,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.52,,46,38,16,17.3,826,,,,IRGA,5,1,,480,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.33,5,51.564,0.085,0,,,Positive,0.76,2.34,2.34,2.34,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187
1428,00:00.0,4630,Wang,,,BBL,China,,Yanting Agro-ecological Station of Purple Soil,2005.5,2,31.27,105.47,500,None,,30,30,Zea mays; Triticum aestivum,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Eutric Regosol,Dry,1.49,,46,35,19,17.3,826,,,,IRGA,5,1,,452,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,30,,0.31,5,39.351,0.094,0,,,Positive,0.64,2.57,2.57,2.57,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.27,-0.47,31.25,105.25,931.18,16.44,692.8,17.47,2006,128.157,0.495,-1.86,16.187
3734,00:00.0,4853,Gaumont-Guay,,,BBL,Canada,Saskatchewan,,2003,1,53.6,-106.2,,None,,,84,Pinus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Clay loam till,Dry,,,,,,,,,,,IRGA,0.1,1,,827,,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,305,0.87,2,3.9,3.2,10,,,None,3.9,3.2,3.2,,,3.2,-15,18,,,,1062,959,103,,,,,,,,,,2.1,,,,,420,170,,5530,,,0.4,0.2,53.75,-106.25,466.77,-0.03,516.3,0.68,2003,98.814,1.161,0.501,2.704
3735,00:00.0,4853,Gaumont-Guay,,,BBL,Canada,Saskatchewan,,2003,1,53.9,-105.1,,None,,,124,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Sandy clay,Wet,,,,,,,,,,,IRGA,0.1,1,,566,,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,16,215,0.47,2,2.6,2.5,10,,,None,2.6,2.5,2.5,,,2.5,-5,16,,,,860,774,80,,,,,,,,,,3.8,,,,,350,310,,39710,,,0.1,0.1,53.75,-105.25,449.26,0.55,424.8,1.19,2003,79.512,1.131,-0.308,2.704
3736,00:00.0,4853,Gaumont-Guay,,,BBL,Canada,Saskatchewan,,2003,1,53.9,-104.6,,None,,,74,Pinus banksiana,Boreal,Forest,Natural,Evergreen,Mature,Fine sand,Dry,,,,,,,,,,,IRGA,0.1,1,,466,,,,,,,,,,,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-15,18,300,0.56,2,1.9,3.2,10,,,None,1.9,3.2,3.2,,,3.2,-15,18,,,,651,623,28,,,,,,,,,,2.6,,,,,600,160,,2950,,,0.1,-0.4,53.75,-104.75,450.28,0.46,393.5,1.15,2003,78.283,1.176,-0.725,2.704
3691,00:00.0,4934,Koehler,,,BBL,Panama,,Barro Colorado National Monument,2006,1,9.1,-79.83333333,43,None,,,,Mix,Tropical,Forest,Natural,,Mature,Endogleyic Cambisol/Acric Nitisol (clay),Dry,,,,,,27.4,2650,,,,Gas chromatography,45,1,,1712,159,105.3589104,,,,,,,,,,,,,,,,,,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,24,27,51,0.15,5,-484.45,26.71,0,,,Mixed,,,,,,3.96,24,27,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,-0.167,9.25,-79.75,2790.4,26.23,3115.5,26.78,2006,323.524,0.536,1.005,25.45
3692,00:00.0,4934,Koehler,,,BBL,Panama,Chiriqu’,Fortuna Forest Reserve,2006,1,8.75,-82.25,1250,None,,,,Mix,Tropical,Forest,Natural,,Mature,Aluandic Andosols (sandy loam),Dry,,,,,,20.1,5532,,,,Gas chromatography,45,1,,993,62,53.74011537,,,,,,,,,,,,,,,,,,"Linear, R=a+b(T-c)",Positive,mg C/m2/hr,16,21,26,0.27,5,-86.34,10.51,0,,,Mixed,,,,,,2.7,16,21,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.25,0.25,8.75,-82.25,3702.22,19.13,3993,19.11,2006,362.126,0.685,0.803,18.09
3660,00:00.0,4938,Kolari,,,BBL,Finland,,SMEAR II,2004,1,61.85,24.28333333,180,None,,40,40,Pinus sylvestris,Boreal,Forest,Unmanaged,Evergreen,Mature,Haplic podzol,Dry,,,,,,,,,4.1,718,IRGA,0.1,1,,619,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,16,,,5,0.95,0.1,0,,,,2.6,2.7,2.7,,,,,,,,,1068,836,225,,,,,,,,,,6.2,,,,,,,,,,Model estimated from Figure 7,0.15,-0.283,61.75,24.25,590.34,3.33,506.2,3.81,2004,84.841,1.062,-0.992,5.159
3483,00:00.0,5125,Shimizu,,,BBL,Japan,Hokkaido,Shizunai Experimental Livestock Farm,2005,1,42.43333333,142.4833333,,None,,30,30,Phalaris arundinacea; Alopecurus pratensis,Temperate,Grassland,Managed,Deciduous,Mature,Thaptic Melanudands Mollic Andisol,Dry,0.78,,74,19,4,7.9,1365,,,1152,IRGA,15,1,Exclusion,1070,20,28.28427125,,,,,,40,1030,0.037383178,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.86,5,13.9,0.15,0,,,None,1.442024956,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,,,,-80,,280,,,,,,,,,,,,,,,,7660,30,,-0.433,-0.483,42.25,142.25,1136.87,7.82,1067,7.87,2005,177.275,0.515,0.016,8.835
3486,00:00.0,5125,Shimizu,,,BBL,Japan,Hokkaido,Shizunai Experimental Livestock Farm,2006,1,42.43333333,142.4833333,,None,,30,30,Phalaris arundinacea; Alopecurus pratensis,Temperate,Grassland,Managed,Deciduous,Mature,Thaptic Melanudands Mollic Andisol,Dry,0.78,,74,19,4,7.9,1365,,,1047,IRGA,15,1,Exclusion,1030,20,,,,,,,650,380,0.631067961,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,-2,27,,0.86,5,13.9,0.15,0,,,None,1.442024956,4.48168907,4.48168907,4.48168907,4.48168907,,,,,,,,,-390,,300,,,,,,,,,,,,,,,,7660,,,-0.433,-0.483,42.25,142.25,1136.87,7.82,986.2,8.24,2006,177.275,0.515,0.016,8.835
3438,00:00.0,5178,Tian,,,BBL,China,Hunan,Huitong Ecosystem Research Station,2006,1,26.83333333,109.75,335,None,,40,2,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Aggrading,Acrisol (clay loam red soil),Dry,,,,,,,1300,,,,IRGA,30,1,,1022,76,,2.9,180,0.2,1,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,5,27,,0.92,5,0.1521,0.1021,0,,,None,0.422224937,,2.775969346,2.775969346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.167,0.25,26.75,109.75,1356.87,16.7,1367.7,17.26,2006,163.21,0.394,0.066,21.5
3431,00:00.0,5216,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2004,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1376,Gas chromatography,3.5,1,,605,,79,,,,,162,,,,,,,,,,,,,Other,Positive,mg C/m2/hr,2,27,,0.79,5,66.4,0.071,0.679,,,Positive,,,2.03,2.03,,,,,,,,,,,,,,,,265,,,,4.5,88.5382719,,,,,,,,,,0.258,-0.058,26.75,115.25,1531.99,17.51,1412.8,17.83,2004,314.977,0.434,-0.378,16.907
3432,00:00.0,5216,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2005,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1469,Gas chromatography,3.5,1,,717,,23,,,,,258,,,,,,,,,,,,,Other,Positive,mg C/m2/hr,2,27,,0.79,5,66.4,0.071,0.679,,,Positive,,,2.03,2.03,,,,,,,,,,,,,,,,444,,,,4.5,88.5382719,,,,,,,,,,0.258,-0.058,26.75,115.25,1531.99,17.51,1412.8,17.44,2005,314.977,0.434,-0.378,16.907
3433,00:00.0,5216,Wang,,,BBL,China,,Qianyanzhou Ecological Station,2006,1,26.74203,115.05783,92,None,,,20,Pinus elliottii; Pinus massoniana; Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,Red-yellow soil,Dry,1.51,,,,,17.9,1485,,,1471,Gas chromatography,3.5,1,,684,,,,,,,232,,,,,,,,,,,,,Other,Positive,mg C/m2/hr,2,27,,0.79,5,66.4,0.071,0.679,,,Positive,,,2.03,2.03,,,,,,,,,,,,,,,,335,,,,4.5,88.5382719,,,,,,,,,,0.258,-0.058,26.75,115.25,1531.99,17.51,1688.8,17.93,2006,314.977,0.434,0.498,16.907
3430,00:00.0,5227,Wieser,,,BBL,Spain,Canary Islands,La Victoria,2007,1.25,28.29,-16.63,1650,None,,,50,Pinus canariensis,Mediterranean,Forest,Unmanaged,Evergreen,Mature,Andosol,Dry,,,65,32,3,12.6,695,,,,IRGA,30,1,,722.26,,,3.7,94,0.14,330,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,4,13,,0.78,10,0.573,0.0924,0,,,,2.49,,3.89,,,,,,,,,,928,,,,,,,,,,,3.4,53.8,,,,,,,,,,0.417,0.25,28.75,-27.25,333.18,14.05,380.8,14.2,2007,126.968,0.594,-0.07,10.592
3385,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2001,1,45.333,127.5667,340,None,,,32,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,842,,,,,,,24,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,99,0.8369,5,0.385,0.1416,0,,,None,1.59,4.12,4.12,4.12,4.12,,,,,,,,,,,,,,,,,,,,,,,,495,1537,1850,,100,,-0.333,0.433,45.25,127.75,659.31,2.77,575.6,3.02,2001,106.073,0.933,-0.789,6.247
3386,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2002,1,45.333,127.5667,340,None,,,33,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,929,,,,,,,96,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,59,0.429,5,0.6915,0.1231,0,,,None,2.37,3.42,3.42,3.42,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,738.6,3.63,2002,106.073,0.933,0.748,6.247
3387,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2003,1,45.333,127.5667,340,None,,,34,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,874,,,,,,,170,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,61,0.5581,5,0.9094,0.0972,0,,,None,2.4,2.64,2.64,2.64,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247
3388,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2004,1,45.333,127.5667,340,None,,,35,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,823,,,,,,,41,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,108,0.6366,5,0.4984,0.1211,0,,,None,1.67,3.36,3.36,3.36,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247
3389,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2005,1,45.333,127.5667,340,None,,,36,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,868,,,,,,,80,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,114,0.5373,5,0.7432,0.1039,0,,,None,2.1,2.83,2.83,2.83,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247
3390,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2006,1,45.333,127.5667,340,None,,,37,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,857,,,,,,,46,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,96,0.7811,5,0.4031,0.1293,0,,,None,1.47,3.64,3.64,3.64,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247
3391,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2001,1,45.333,127.5667,340,None,,,4,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,592,,,,,,,65,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,31,0.7837,5,1.3346,0.059,0,,,None,2.41,1.8,1.8,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,575.6,3.02,2001,106.073,0.933,-0.789,6.247
3392,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2002,1,45.333,127.5667,340,None,,,5,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,847,,,,,,,146,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,24,0.6704,5,1.3346,0.059,0,,,None,2.41,2.29,2.29,2.29,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,738.6,3.63,2002,106.073,0.933,0.748,6.247
3393,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2003,1,45.333,127.5667,340,None,,,6,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,821,,,,,,,202,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,20,0.6812,5,1.0428,0.0834,0,,,None,2.4,2.3,2.3,2.3,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,729,4.17,2003,106.073,0.933,0.657,6.247
3394,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2004,1,45.333,127.5667,340,None,,,7,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,630,,,,,,,71,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,28,0.8292,5,0.5783,0.1127,0,,,None,1.78,3.09,3.09,3.09,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.98,2004,106.073,0.933,0.05,6.247
3395,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2005,1,45.333,127.5667,340,None,,,8,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,768,,,,,,,182,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,39,0.7037,5,0.8803,0.0912,0,,,None,2.19,2.49,2.49,2.49,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,664.6,3.23,2005,106.073,0.933,0.05,6.247
3396,00:00.0,5278,Zu,,,BBL,China,Heilongjiang,Maoershan Experimental Forest Farm,2006,1,45.333,127.5667,340,None,,,9,Larix gmeilini,Temperate,Forest,Managed,Deciduous,Mature,Mesic black to brown,Dry,,,,,,2.8,,1094,,650,IRGA,30,0.5,,548,,,,,,,193,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,30,36,0.744,5,0.8468,0.098,0,,,None,2.26,2.66,2.66,2.66,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.333,0.433,45.25,127.75,659.31,2.77,703.8,3.71,2006,106.073,0.933,0.419,6.247
4159,00:00.0,5303,Wang,,,BBL,China,,Changbai Mountain Natural Reserve,2003,1,42.4025,128.0958333,738,None,,,250,Pinus koraiensis; Tilia amurensis; Quercus mongolica; Fraxinus mandschurica,Temperate,Forest,Natural,Deciduous,Mature,Mollisols,Dry,,,,,,3.6,700,,,,Gas chromatography,15,1,,593,,,4.12,226,0.49,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,-5,15,58,0.87,5,0.64,0.101,0,,,None,1.75718465,2.745601015,2.745601015,,,,,,,,,1220,1030,188,,,,,,,,,,6,43.2,,,,,,,,,,-0.403,-0.096,42.25,128.25,764.26,1.76,695.3,2.68,2003,113.512,0.661,-0.608,6.69
4234,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Quercus robur,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,783,,,,,,,,240,546,0.31,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.57,5,1.86,333,10,-46.02,,,1.86,,2.66,2.66,,,,,,,,,,,,,,,,,,,,1.7,,,,,,83.5,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4235,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Fagus sylvatica,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,901,,,,,,,,405,497,0.45,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.91,5,2.23,333,10,-46.02,,,2.23,,2.66,2.66,,,,,,,,,,,,,,,,,,,,2.2,,,,,,78.5,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4236,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Fagus sylvatica,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,752,,,,,,,,215,536,0.29,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.8,5,1.94,333,10,-46.02,,,1.94,,2.66,2.66,,,,,,,,,,,,,,,,,,,,2.5,,,,,,28,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4237,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,1128,,,,,,,,718,412,0.64,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.79,5,2.88,333,10,-46.02,,,2.88,,2.66,2.66,,,,,,,,,,,,,,,,,,,,3.1,,,,,,94,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4238,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,1075,,,,,,,,747,336,0.69,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.89,5,2.58,333,10,-46.02,,,2.58,,2.66,2.66,,,,,,,,,,,,,,,,,,,,3.2,,,,,,63,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4239,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,847,,,,,,,,365,495,0.43,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.84,5,2.05,333,10,-46.02,,,2.05,,2.66,2.66,,,,,,,,,,,,,,,,,,,,5.1,,,,,,46.5,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4240,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Fraxinus excelsior,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,1137,,,,,,,,604,539,0.53,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.91,5,2.49,333,10,-46.02,,,2.49,,2.66,2.66,,,,,,,,,,,,,,,,,,,,5.2,,,,,,142,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4241,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Abies alba,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,922,,,,,,,,340,588,0.37,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.88,5,2.49,333,10,-46.02,,,2.49,,2.66,2.66,,,,,,,,,,,,,,,,,,,,5.5,,,,,,160,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
4242,00:00.0,5317,Ruehr,,,BBL,Switzerland,,LŠgeren,2007,1.5,47.47833333,8.364388889,680,None,,,100,Acer pseudoplatanus,Temperate,Forest,Managed,Deciduous,Mature,Haplic cambisols,Dry,,,,,,8.4,930,,,,IRGA,17.5,1,Exclusion,701,,,,,,,,263,440,0.38,,,,,,,,,,"R10 (L&T), R=a exp(b((1/(c-d))-(1/(T-d)))",Positive,umol CO2/m2/s,2,19,27,0.81,5,1.88,333,10,-46.02,,,1.88,,2.66,2.66,,,,,,,,,,,,,,,,,,,,5.9,,,,,,63.5,,3900,10,,-0.478,-0.364,47.25,8.25,1139.07,8.17,1252.9,9.11,2007,156.194,0.654,0.729,10.922
