Record_number,Study_number,Author,Site_name,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,TAIR1,TAIR2,TAIR3,TAIR4,TAIR5,TAIR6,TAIR7,TAIR8,TAIR9,TAIR10,TAIR11,TAIR12,Rs1,Rs2,Rs3,Rs4,Rs5,Rs6,Rs7,Rs8,Rs9,Rs10,Rs11,Rs12
615,1954,Borken,Unterlüß,1,52.83,10.28,115,None,,,90,Picea abies,Temperate,Forest,Natural,8.4,837,,8.9,1190,IRGA,21,1,,420,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.82,10,9.98E+16,79.9,0.008,0,,Positive,1.09,52.75,10.25,680.57,8.62,798.8,8.77,1998,110.145,0.841,1.073,6.57,,1,Figure 1,2.9,5.5,4.9,8.2,13.9,15.8,15.5,15.4,12.8,7.9,0.9,1.5,,,,,,,,,,,,
616,1954,Borken,Unterlüß,1,52.83,10.27,110,None,,,54,Pinus sylvestris,Temperate,Forest,Natural,8.4,837,,8.9,1190,IRGA,21,1,,539,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.81,10,6.24E+17,85.8,0.008,0,,Positive,1.27,52.75,10.25,680.57,8.62,798.8,8.77,1998,110.145,0.841,1.073,7.26,,1,Figure 1,2.9,5.5,4.9,8.2,13.9,15.8,15.5,15.4,12.8,7.9,0.9,1.5,,,,,,,,,,,,
617,1954,Borken,Solling,1,51.77,9.58,504,None,,,151,Fagus sylvatica,Temperate,Forest,Natural,7.5,1038,,8.4,1128,IRGA,21,1,,532,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.69,10,6.34E+15,74.6,0.008,0,,None,1.67,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,8.02,,1,Figure 1,2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,,,,,,,,,,,,
618,1954,Borken,Solling,1,51.77,9.57,508,None,,,116,Picea abies,Temperate,Forest,Natural,7.5,1038,,8.4,1128,IRGA,21,1,,508,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.86,10,4.11E+15,74.5,0.008,0,,None,1.71,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,7.95,,1,Figure 1,2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,,,,,,,,,,,,
619,1954,Borken,Solling,1,51.57,9.67,270,None,,,104,Pinus sylvestris,Temperate,Forest,Natural,7.5,900,,8.4,1128,IRGA,21,1,,543,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.83,10,2.18E+18,89.6,0.008,0,,None,1.48,51.75,9.75,950.76,8.17,941.3,9.11,1999,174.947,0.767,-0.054,8.96,,1,Figure 1,2.4,0,5.2,8.5,13.2,14.6,18.4,16.2,16.9,8.5,3.4,2,,,,,,,,,,,,
620,1954,Borken,Unterlüß,1,52.83,10.3,117,None,,,132,Fagus sylvatica,Temperate,Forest,Natural,8.4,837,,9.6,756,IRGA,21,1,,578,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.86,10,3.00E+17,84.8,0.008,0,,Positive,1.57,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,6.99,,1,Figure 1,3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,,,,,,,,,,,,
621,1954,Borken,Unterlüß,1,52.83,10.28,115,None,,,91,Picea abies,Temperate,Forest,Natural,8.4,837,,9.6,756,IRGA,21,1,,396,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.82,10,9.98E+16,79.9,0.008,0,,Positive,1.09,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,6.57,,1,Figure 1,3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,,,,,,,,,,,,
622,1954,Borken,Unterlüß,1,52.83,10.27,110,None,,,55,Pinus sylvestris,Temperate,Forest,Natural,8.4,837,,9.6,756,IRGA,21,1,,517,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,20,,0.81,10,6.24E+17,85.8,0.008,0,,Positive,1.27,52.75,10.25,680.57,8.62,610.5,9.72,1999,110.145,0.841,-0.636,7.26,,1,Figure 1,3.1,1.3,5.4,8.9,13.4,15.3,19.3,16.4,16.9,9.1,4,3.5,,,,,,,,,,,,
623,3429,Kucharik,UW Arboretum-remnant,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,7.5,928,,7.5,778,IRGA,14,1,,1181,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,301,0.66,10,3.02,2.49,10,,,Positive,3.02,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904,,1,MGRsD,-2.1,-1.2,-1.6,8.1,12,20.3,23.7,21.1,18.1,7.7,1,-2.5,,,,1.22,2.99,4.694,7.384,7.921,4.984,1.386,0.807,0.434
624,3429,Kucharik,UW Arboretum-restoration,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,7.5,928,,7.5,778,IRGA,14,1,,1331,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,264,0.7,10,2.49,2.96,10,,,Positive,2.49,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904,,1,MGRsD,-2.1,-1.2,-1.6,8.1,12,20.3,23.7,21.1,18.1,7.7,1,-2.5,,,,1.22,2.99,4.694,7.384,7.921,4.984,1.386,0.807,0.434
625,3429,Kucharik,UW Arboretum-remnant,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,7.5,928,,7.5,908,IRGA,14,1,,1174,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,226,0.63,10,2.81,2.58,10,,,Positive,2.81,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419,,1,MGRsD,-7.8,-7.8,-0.2,7.2,12.8,18.4,21.4,22.4,16.4,9.8,2.5,-2.1,0.269,0.186,0.434,1.634,4.199,8.128,8,7.094,4.778,2.875,0.931,0.434
626,3429,Kucharik,UW Arboretum-restoration,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,7.5,928,,7.5,908,IRGA,14,1,,1387,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,223,0.61,10,2.9,2.64,10,,,Positive,2.9,43.25,-89.25,847.62,7.84,787.1,7.75,2003,131.481,0.898,-0.46,9.419,,1,MGRsD,-7.8,-7.8,-0.2,7.2,12.8,18.4,21.4,22.4,16.4,9.8,2.5,-2.1,0.269,0.186,0.434,1.634,4.199,8.128,8,7.094,4.778,2.875,0.931,0.434
627,3429,Kucharik,UW Arboretum-remnant,1,43.03,-89.43,264,None,,,,Carex pellita,Temperate,Grassland,Natural,7.5,928,,7.5,1053,IRGA,14,1,,1386,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,192,0.74,10,2.62,3.46,10,,,Positive,2.62,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704,,1,MGRsD,-9,-4.8,3,8.6,13.6,18.5,20.9,18.6,18.5,10.9,4.3,-3.3,0.186,0.393,1.51,3.082,5.398,9.369,7.218,6.639,4.116,2.213,,
628,3429,Kucharik,UW Arboretum-restoration,1,43.03,-89.43,264,None,,,65,Andropogon gerardii,Temperate,Grassland,Natural,7.5,928,,7.5,1053,IRGA,14,1,,1510,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,168,0.69,10,2.17,3.27,10,,,Positive,2.17,43.25,-89.25,847.62,7.84,961.2,8.32,2004,131.481,0.898,0.864,9.704,,1,MGRsD,-9,-4.8,3,8.6,13.6,18.5,20.9,18.6,18.5,10.9,4.3,-3.3,0.186,0.393,1.51,3.082,5.398,9.369,7.218,6.639,4.116,2.213,,
629,2197,Yim,Yoshiwa/Hiroshima,1,34.5,132.92,700,None,,,70,Quercus serrata,Temperate,Forest,Natural,9.7,2060,,11.1,,Alkali absorption,30,1,,880,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,21,5,0.92,-1,131.75,0.078,0,,,Positive,1.81,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.18,,1,Rs_Ts_Relationship,1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,,
630,2197,Yim,Yoshiwa/Hiroshima,1,34.5,132.92,700,None,,,70,Quercus serrata,Temperate,Forest,Natural,9.7,2060,,11.1,,IRGA,30,1,,796,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,21,5,0.94,-1,70.458,0.113,0,,,Positive,1.38,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.75,,1,Rs_Ts_Relationship,1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,,
631,2197,Yim,Yoshiwa/Hiroshima,1,34.5,132.92,700,None,,,70,Quercus serrata,Temperate,Forest,Natural,9.7,2060,,11.1,,IRGA,30,1,,943,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,0,21,5,0.9,-1,82.486,0.114,0,,,Positive,1.63,34.75,132.75,1571.84,13.46,1664.4,13.63,1999,245.379,0.456,0.377,13.73,,1,Rs_Ts_Relationship,1.9,1.7,7.1,11.8,17.2,21,24.1,25.7,23.4,16.1,9.5,4.1,0.867,0.806,1.069,1.577,2.187,2.98,3.773,4.566,4.341,2.854,,
636,2251,DeLucia,Westland,1,-43.2,170.3,,None,,,250,Dacryidium cupressinum,Temperate,Forest,Natural,11.3,3400,,10.9,3118,IRGA,30,1,,908,,,,,,"R10 (L&T), R=a exp(b((1/c)-(1/(T-d))), T in K",Positive,umol CO2/m2/s,6,18,,0.4,5,2.35,308.56,56.02,227.13,,,2.35,-43.25,170.25,4678.87,11.49,4252,11.64,2001,234.355,0.432,-1.821,10.9,,1,Description above Figure 7,13.9,15.1,14.3,12.2,9.9,8.8,6,8.5,10.2,12.4,13.1,15.3,,,,,,,,,,,,
643,2326,Kang,Jumbong-N1,1,38.03,128.1,1075,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,6.3,1578,,,,IRGA,30,0.58,,1123,704,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.88,10,0.14,0.118,0,,,Negative,2.88,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,TAIR_4,0.58,MGRsD and TAIR_Del,-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,,,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,,
644,2326,Kang,Jumbong-S1,1,38.03,128.1,1075,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,6.3,1578,,,,IRGA,30,0.58,,1123,635,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.88,10,0.14,0.118,0,,,Positive,2.88,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,TAIR_4,0.58,MGRsD and TAIR_Del,-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,,,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,,
645,2326,Kang,Jumbong-N2,1,38.03,128.1,1075,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,6.3,1578,,,,IRGA,30,0.58,,1070,617,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.89,10,0.14,0.116,0,,,Negative,2.82,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,TAIR_4,0.58,MGRsD and TAIR_Del,-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,,,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,,
646,2326,Kang,Jumbong-S2,1,38.03,128.1,1075,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,6.3,1578,,,,IRGA,30,0.58,,1109,684,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.84,10,0.16,0.104,0,,,Positive,2.86,38.25,128.25,1189.26,7.95,1075.4,8.01,2000,207.723,0.631,-0.548,7.29,TAIR_4,0.58,MGRsD and TAIR_Del,-6.8,-6.3,2.6,7.4,12.4,18.1,22.8,21.9,15.1,10,2.3,-3.4,,,0.327,1.296,3.446,4.562,6.336,7.429,4.64,2.127,,
647,2326,Kang,Nam,1,37.55,126.98,220,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,11.8,1370,,,,IRGA,30,0.58,,1246,881,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.96,10,0.09,0.118,0,,,Positive,1.85,37.75,126.75,1322.51,12.07,1189.3,12.29,2000,272.692,0.556,-0.488,14,TAIR_4,1,Rs_Ts_Relationship,-3.1,-2.4,5.8,11.8,17.7,23.6,26.9,26.7,20.5,14.3,6,-0.3,,,,,,,,,,,,
648,2326,Kang,Kwangung,1,37.75,127.17,240,None,,,,Quercus mongolica,Temperate,Forest,Unmanaged,10.2,1365,,,,IRGA,30,0.58,,1107,561,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,2,20,,0.9,10,0.1,0.114,0,,,Positive,,37.75,127.25,1470.91,9.38,1287.2,9.83,2000,272.708,0.536,-0.674,14,TAIR_4,1,Rs_Ts_Relationship,-6,-4.8,3.8,9.4,15.2,21.8,25.3,24.7,17.4,11,3.1,-3,,,,,,,,,,,,
663,2412,Pumpanen,Hyytiälä-SMEAR II,1,61.85,24.28,181,None,,,36,Pinus sylvestris,Boreal,Forest,Managed,3,700,,,,IRGA,0.1,1,,850,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,1,20,,0.77,3,0.101,0.184,0,,,Mixed,4.01,61.75,24.25,590.34,3.33,560.7,2.99,1998,84.841,1.062,-0.349,4.997,,1,MGRsD,-4.5,-7.5,-7.1,1.6,7.7,13.2,15.2,12.2,9.9,4.4,-4.3,-4.9,0.054,0.274,0.268,0.543,1.433,4.326,5.93,5.544,3.37,2.035,1.034,0.471
664,2412,Pumpanen,Hyytiälä-SMEAR II,1,61.85,24.28,181,None,,,37,Pinus sylvestris,Boreal,Forest,Managed,3,700,,,,IRGA,0.1,1,,907,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/hr,1,20,,0.85,3,0.189,0.119,0,,,Mixed,3.92,61.75,24.25,590.34,3.33,570.7,3.85,1999,84.841,1.062,-0.231,4.997,,1,MGRsD,-8.7,-9.4,-3.3,3.7,6.2,17.1,16.3,12.9,10.6,5.1,0.6,-4.9,0.248,0.006,0.019,0.458,1.243,2.742,4.346,3.96,2.899,2.009,1.224,0.497
673,2541,Burton,Burton-A,1,46.85,-88.88,,None,,,94,Acer saccharum,Temperate,Forest,Natural,4.8,821,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.79,10,-0.24,0.134,0.366,,,Positive,,46.75,-88.75,696.74,5.13,764.5,6.04,1999,145.739,0.85,0.465,6.535,TAIR_6,0.5,MGRsD and TAIR_Del,-10.8,-5.6,-2.4,5.6,12.5,16.7,20.8,17.5,13.7,6.7,3.6,-5.8,,,,,,,,,,,,
674,2541,Burton,Burton-B,1,45.55,-84.85,,None,,,88,Acer saccharum,Temperate,Forest,Natural,6.1,828,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.71,10,-0.278,0.124,0.419,,,Positive,,45.75,-84.75,748.46,5.52,700.9,7.01,1999,108.252,1.054,-0.439,7.02,TAIR_6,0.5,MGRsD and TAIR_Del,-8.1,-4.7,-2.6,5.3,11.5,17,21,18,15.3,8.1,5,-1.7,,,,,,,,,,,,
675,2541,Burton,Burton-C,1,44.38,-85.83,,None,,,89,Acer saccharum,Temperate,Forest,Natural,6.9,856,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.79,10,0.041,0.113,1.71,,,Positive,,44.25,-85.75,800.14,6.95,755.3,7.93,1999,116.679,0.823,-0.384,7.48,TAIR_6,0.5,MGRsD and TAIR_Del,-7.3,-2.7,-1,7.5,14.3,18.9,21.5,18.1,14.8,8.5,5,-2.4,,,,,,,,,,,,
676,2541,Burton,Burton-D,1,43.67,-86.15,,None,,,93,Acer saccharum,Temperate,Forest,Natural,7.6,793,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.77,10,-0.113,0.114,1.099,,,Positive,,43.75,-86.25,875.52,8.14,921.4,8.81,1999,128.632,0.797,0.357,7.92,TAIR_6,0.5,MGRsD and TAIR_Del,-5.7,-0.7,-1,8.3,15,19.1,22.1,18.9,15.8,8.9,6.1,-1.1,,,,,,,,,,,,
681,2541,Burton,Burton-A,1,46.85,-88.88,,None,,,94,Acer saccharum,Temperate,Forest,Natural,4.8,821,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.79,10,-0.24,0.134,0.366,,,Positive,,46.75,-88.75,696.74,5.13,609.6,5.98,2001,145.739,0.85,-0.598,6.505,TAIR_6,0.5,MGRsD and TAIR_Del,-6.4,-11.3,-4.6,5.1,11.7,16.1,18.8,19.4,13.4,7.2,5.2,-2.8,,,,,,,,,,,,
682,2541,Burton,Burton-B,1,45.55,-84.85,,None,,,88,Acer saccharum,Temperate,Forest,Natural,6.1,828,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.71,10,-0.278,0.124,0.419,,,Positive,,45.75,-84.75,748.46,5.52,772.8,6.83,2001,108.252,1.054,0.225,6.93,TAIR_6,0.5,MGRsD and TAIR_Del,-4.4,-7.6,-4.1,4.4,10.9,15.9,18.1,19.6,14.1,8.6,6,0.5,,,,,,,,,,,,
683,2541,Burton,Burton-C,1,44.38,-85.83,,None,,,89,Acer saccharum,Temperate,Forest,Natural,6.9,856,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.79,10,0.041,0.113,1.71,,,Positive,,44.25,-85.75,800.14,6.95,666.2,8.05,2001,116.679,0.823,-1.148,7.54,TAIR_6,0.5,MGRsD and TAIR_Del,-3.7,-5.4,-2,7.8,13.5,17.4,20.1,20.3,13.6,8.8,6.2,0,,,,,,,,,,,,
684,2541,Burton,Burton-D,1,43.67,-86.15,,None,,,93,Acer saccharum,Temperate,Forest,Natural,7.6,793,,,,IRGA,7,0.5,,1071,,,,,,Other,Positive,umol CO2/m2/s,,,,0.77,10,-0.113,0.114,1.099,,,Positive,,43.75,-86.25,875.52,8.14,934.4,9.08,2001,128.632,0.797,0.458,8.055,TAIR_6,0.5,MGRsD and TAIR_Del,-2.4,-3.8,-0.9,9.3,13.9,17.3,20.7,21.5,14.9,10,7.4,1,,,,,,,,,,,,
699,986,Piñol,Prades,1,41.22,0.92,975,None,,,40,Quercus ilex,Mediterranean,Forest,Unmanaged,12,547,,,665,IRGA,14,1,,1069,193,,,,,"Exponential (log2), log(R)=a+b log(T-c)",Positive,mg CO2/m2/hr,3,21,25,0.28,10,1.33,0.68,0,,,None,0.65,41.25,0.75,454.48,13.56,435,13.25,1991,109.972,0.567,-0.177,10.9,,1,Page 9,4.8,5.5,10.1,10.8,13.8,19.1,23.1,23.7,20.4,13.1,8.8,5.8,,,,,0.604,0.973,0.646,1.193,1.043,0.635,0.317,0.438
700,986,Piñol,Prades,1,41.22,0.92,700,None,,,40,Quercus ilex,Mediterranean,Forest,Unmanaged,12,547,,,665,IRGA,14,1,,657,142,,,,,"Exponential (log2), log(R)=a+b log(T-c)",Positive,mg CO2/m2/hr,1,20,25,0.17,10,1.52,0.3,0,,,Positive,0.42,41.25,0.75,454.48,13.56,435,13.25,1991,109.972,0.567,-0.177,11.6,,1,Page 9,4.8,5.5,10.1,10.8,13.8,19.1,23.1,23.7,20.4,13.1,8.8,5.8,,,,,0.604,0.973,0.646,1.193,1.043,0.635,0.317,0.438
701,986,Piñol,Montseny,1,41.77,2.35,670,None,,,40,Quercus ilex,Mediterranean,Forest,Unmanaged,12,902,,,908,IRGA,14,1,,727,87,,,,,"Exponential (log2), log(R)=a+b log(T-c)",Positive,mg CO2/m2/hr,4,22,25,0.72,10,0.02,1.74,0,,,Mixed,0.36,41.75,2.25,810.72,12.24,994.1,11.67,1991,168.931,0.813,1.086,11.1,,1,Page 9,5.6,4.8,8.6,8.3,11.1,16.4,20.8,20.7,18.8,11,8.3,5.6,,,,,,,,,,,,
706,1099,Paludan,Voldby Stream-LN,1,56.23,9.82,46,None,,,,"Alnus spp., Salix spp.",Temperate,Wetland,Unmanaged,7.8,720,,,,Gas chromatography,30,0.83,,229,,,,,,"Exponential, R=a exp(b(T-c))",,mmol CO2/m2/hr,0.7,12.7,,0.69,,1.103,0.093,0,,,,0.78,56.25,9.75,636.93,7.39,400.8,7.95,1994,165.744,0.792,-1.425,7.16,TAIR_2,0.83,MGRsD and TAIR_Del,1.7,-2.2,2.1,6.5,10.8,13,19,15.9,11.5,7.3,5.9,3.9,,,0.287,0.369,0.535,0.651,,,,,,
707,1099,Paludan,Voldby Stream-LF,1,56.23,9.82,46,None,,,,"Alnus spp., Salix spp.",Temperate,Wetland,Unmanaged,7.8,720,,,,Gas chromatography,30,0.83,,98,,,,,,"Exponential, R=a exp(b(T-c))",,mmol CO2/m2/hr,2.1,13.7,,0.39,,0.539,0.076,0,,,,0.32,56.25,9.75,636.93,7.39,400.8,7.95,1994,165.744,0.792,-1.425,7.16,TAIR_2,0.83,MGRsD and TAIR_Del,1.7,-2.2,2.1,6.5,10.8,13,19,15.9,11.5,7.3,5.9,3.9,,,0.287,0.369,0.535,0.651,,,,,,
730,1286,Conant,Deadman's Wash,1.5,35.43,-111.62,1987,None,,,,Ceratoides lanata,Temperate,Desert,Unmanaged,8.5,310,,,,Alkali absorption,14,0.75,,249,,,,,,"Linear, R=a+b(T-c)",Negative,g C/m2/yr,,,5,0.9,,899.5,-60.69,0,,,Positive,0.77,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,9.12,TAIR_3,0.75,MGRsD and TAIR_Del,-1.7,-4,2.5,4.8,8.6,16,17.2,18.3,12.8,5.1,-1.2,-0.9,,,,1.059,1.668,1.016,,1.355,1.092,0.719,0.499,0.164
731,1286,Conant,Deadman's Wash,1.5,35.43,-111.62,2040,None,,,,Ceratoides lanata; Juniperus monosperma; Pinus edulis,Temperate,Desert,Unmanaged,7.9,350,,,,Alkali absorption,14,0.75,,265,,,,,,"Linear, R=a+b(T-c)",Negative,g C/m2/yr,,,5,0.9,,899.5,-60.69,0,,,Positive,0.77,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,9.12,TAIR_3,0.75,MGRsD and TAIR_Del,-1.7,-4,2.5,4.8,8.6,16,17.2,18.3,12.8,5.1,-1.2,-0.9,,,,1.059,1.668,1.016,,1.355,1.092,0.719,0.499,0.164
732,1286,Conant,Deadman's Wash,1.5,35.43,-111.62,2126,None,,,165,Juniperus monosperma; Pinus edulis,Temperate,Forest,Unmanaged,7.1,410,,,,Alkali absorption,14,0.75,,294,,,,,,"Linear, R=a+b(T-c)",Negative,g C/m2/yr,,,5,0.9,,899.5,-60.69,0,,,Positive,0.77,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,9.12,TAIR_3,0.75,MGRsD and TAIR_Del,-1.7,-4,2.5,4.8,8.6,16,17.2,18.3,12.8,5.1,-1.2,-0.9,,,,1.059,1.668,1.016,,1.355,1.092,0.719,0.499,0.164
733,1286,Conant,Deadman's Wash,1.5,35.43,-111.62,2179,None,,,,Juniperus monosperma; Pinus edulis; Pinus ponderosa,Temperate,Forest,Unmanaged,6.3,450,,,,Alkali absorption,14,0.75,,350,,,,,,"Linear, R=a+b(T-c)",Negative,g C/m2/yr,,,5,0.9,,899.5,-60.69,0,,,Positive,0.77,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,9.12,TAIR_3,0.75,MGRsD and TAIR_Del,-1.7,-4,2.5,4.8,8.6,16,17.2,18.3,12.8,5.1,-1.2,-0.9,,,,1.059,1.668,1.016,,1.355,1.092,0.719,0.499,0.164
734,1286,Conant,Deadman's Wash,1.5,35.43,-111.62,2295,None,,,250,Pinus ponderosa,Temperate,Forest,Unmanaged,5.5,530,,,,Alkali absorption,14,0.75,,440,,,,,,"Linear, R=a+b(T-c)",Negative,g C/m2/yr,,,5,0.9,,899.5,-60.69,0,,,Positive,0.77,35.25,-111.75,518.72,6.19,484.6,6.46,1994,144.254,0.924,-0.237,9.12,TAIR_3,0.75,MGRsD and TAIR_Del,-1.7,-4,2.5,4.8,8.6,16,17.2,18.3,12.8,5.1,-1.2,-0.9,,,,1.059,1.668,1.016,,1.355,1.092,0.719,0.499,0.164
758,1405,Wagai,Goose Pond Sanctuary,1,43.3,-89.35,305,None,,,19,Andropogon gerardii,Temperate,Grassland,Natural,7.5,940,,,,IRGA,10,0.67,,719,,,,,,"Exponential (log2), log(R)=a+b log(T-c)",Positive,umol CO2/m2/s,3,36,,0.58,10,-0.113,0.033,0,,,Positive,0.83,43.25,-89.25,847.62,7.84,883.5,8.13,1995,131.481,0.898,0.273,9.512,TAIR_3,0.67,MGRsD and TAIR_Del,-6.4,-5.3,2.1,6,14,22,23.6,24.6,15.1,10.3,-2.2,-6.2,,,,,1.693,2.939,2.877,5.234,2.655,0.908,,
2773,3618,Tang,Dinghushan Nature Reserve,2,23.17,112.53,550,None,,,70,Pinus massoniana,Subtropical,Forest,Natural,21.4,1927,,20,,Gas chromatography,14,1,,600,48,2.33,0.87,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,8,30,,0.44,5,44.9,0.073,0,,,Positive,0.59,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,20.431,,1,MGRsD,12.5,15.4,16.9,23,25.6,28.7,28.1,29.1,27.7,23.2,20.6,16,1.443,1.238,1.306,2.251,2.768,3.139,3.476,3.284,2.855,1.902,1.331,
