"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","mtr_out","Rs_TAIR_units","Rs_TAIR","Rs_annual_bahn","Rs_annual_bahn_err","labl","higherr","TAIR_LTM_dev","TAIR_dev"
2016,"00:00.0",2842,"Yazaki",NA,"","BBL","Japan","","Sugadaira Montane Research Center",2000,1,36.52,138.35,1300,"None","",NA,NA,"Miscanthus sinensis","Temperate","Grassland","Natural","Deciduous","Mature","Andosols","Dry",NA,NA,NA,NA,NA,NA,NA,NA,6.5,1288,"IRGA",30,0.67,"Extraction",1387,NA,15,NA,NA,NA,NA,NA,649,738,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",6,27,NA,0.86,5,144.9,0.114,0,NA,NA,"None",2.86,NA,3.12,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,-56,1207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,1592,NA,NA,NA,NA,NA,"",0.48,-0.35,36.75,138.25,1143.47,10.95,1210.8,11.1,2000,FALSE,304.004909007441,1.91922281520706,877.866741349529,0.37,NA,FALSE,NA,4.45
2017,"00:00.0",2842,"Yazaki",NA,"","BBL","Japan","","Sugadaira Montane Research Center",2001,1,36.52,138.35,1300,"None","",NA,NA,"Miscanthus sinensis","Temperate","Grassland","Natural","Deciduous","Mature","Andosols","Dry",NA,NA,NA,NA,NA,NA,NA,NA,6.1,1396,"IRGA",30,0.67,"Extraction",1408,NA,15,NA,NA,NA,NA,NA,695,713,0.49,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,24,NA,0.86,5,176.43,0.103,0,NA,NA,"None",3.12,2.8,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,-100,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419,NA,NA,NA,NA,NA,NA,"",0.48,-0.35,36.75,138.25,1143.47,10.95,1260,10.84,2001,FALSE,330.704159290397,2.08777867984515,955.399644231493,0.32,NA,FALSE,NA,4.85
2018,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Pinus sylvestris","Temperate","Forest","Unmanaged","Evergreen","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",458,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,67,0.68,2,1.06,1.93,10,NA,NA,"",1.06,1.93,1.93,1.93,1.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,1.11211973827561,1.11211973827561,507.195145365782,0.11,NA,FALSE,0.389999999999999,NA
2019,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Pinus sylvestris","Temperate","Forest","Unmanaged","Evergreen","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",560,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,12,0.7,2,1.44,1.87,10,NA,NA,"",1.44,1.87,1.87,1.87,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,1.50732509405102,1.50732509405102,688.562818456984,0.23,NA,FALSE,0.389999999999999,NA
2020,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Pinus sylvestris","Temperate","Forest","Unmanaged","Evergreen","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",492,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,12,0.84,2,1.23,2.39,10,NA,NA,"",1.23,2.39,2.39,2.39,2.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,1.31077502590065,1.31077502590065,598.324974684051,0.22,NA,FALSE,0.389999999999999,NA
2021,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Quercus robur","Temperate","Forest","Unmanaged","Deciduous","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",935,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,66,0.79,2,1.85,3.25,10,NA,NA,"",1.85,3.25,3.25,3.25,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,2.01622601355416,2.01622601355416,922.482309360117,0.01,NA,FALSE,0.389999999999999,NA
2022,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Quercus robur","Temperate","Forest","Unmanaged","Deciduous","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",674,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,12,0.95,2,2.15,4.8,10,NA,NA,"",2.15,4.8,4.8,4.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,2.41084378419129,2.41084378419129,1104.09668025913,0.64,NA,FALSE,0.389999999999999,NA
2023,"00:00.0",2844,"Curiel Yuste",NA,"","BBL","Belgium","","De Inslag Forest",2001,1,51.3,4.52,16,"None","",NA,72,"Quercus robur","Temperate","Forest","Unmanaged","Deciduous","Mature","Umbric Regosol","Dry",NA,NA,NA,NA,NA,9.8,750,NA,NA,NA,"IRGA",5,1,"",893,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Q10, R=a b^((T-c)/10)","Positive","umol CO2/m2/s",2,18,12,0.84,2,1.38,2.45,10,NA,NA,"",1.38,2.45,2.45,2.45,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand age from http://www.bgc-jena.mpg.de/public/carboeur/sites/braschaat.html",-0.3,0.48,51.25,4.75,800.05,10.19,1015,10.73,2001,FALSE,1.47328989648295,1.47328989648295,672.932165640324,0.25,NA,FALSE,0.389999999999999,NA
2050,"00:00.0",2926,"Fahey",NA,"Q02","BBL","USA","New Hampshire","Hubbard Brook-W6",2000,5,43.93,-71.75,600,"None","",NA,85,"Fagus grandifolia; Acer saccharum; Betula alleghaniensis","Temperate","Forest","Natural","Deciduous","Mature","Spodosols (Typic Haplorthods)","Dry",NA,NA,NA,NA,NA,NA,1395,NA,NA,NA,"IRGA",30,0.5,"Exclusion",660,54,NA,NA,NA,NA,NA,NA,260,400,0.39,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,18,NA,NA,5,0.825,0.088,0,NA,NA,"",1.98,NA,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,354,181,91,478,198,92,290,NA,6.3,NA,12006,9495,2511,NA,NA,2970,15740,NA,"Ancillary data from #2925",0.07,-0.25,43.75,-71.75,1071.54,7.64,967.3,7.32,2000,FALSE,1.57111900473934,1.57111900473934,717.86525186882,0.09,NA,FALSE,NA,NA
2154,"00:00.0",3052,"Mo",NA,"Q03","BBL","Japan","","Takayama Experimental Field Station",2000.5,4,36.13,137.42,1420,"None","",NA,NA,"Quercus crispula; Betula ermanii","Temperate","Forest","Natural","Deciduous","Mature","Brown forest soil (Dystric Cambisols)","Dry",NA,NA,NA,NA,NA,7.2,2275,NA,7.1,1945,"IRGA",21,1,"",726,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g C/m2/day",0,21,NA,0.84,1,0.54,0.133,0,NA,NA,"Mixed",NA,3.79,3.79,3.79,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Topography-corrected",-0.13,-0.42,36.25,137.25,1815.37,10.01,1653.8,10.06,2001,FALSE,1.38834704128439,1.33906929158508,611.310855500593,0.16,NA,FALSE,2.81,2.91
2313,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S1-Casteller",2002,2,46.02,11.14,220,"None","",NA,44,"Ostrya carpinifolia","Temperate","Forest","Natural","Deciduous","Mature","Calcaric Phaeozem","Dry",NA,NA,NA,NA,NA,11.6,951,NA,NA,NA,"IRGA",20,1,"",984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,6.36,27.18,0.23,NA,NA,"",1.71,7.57,5.16,2.93,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,NA,NA,NA,2.7,23.6,NA,4200,NA,NA,NA,NA,2300,30,"Rs estimated from figure",-0.02,-0.14,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.09476920703578,1.09476920703578,499.23984087675,0.49,NA,FALSE,4.91,NA
2314,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S2-Toblino",2002,2,46.06,10.98,250,"None","",NA,45,"Quercus ilex","Temperate","Forest","Natural","Deciduous","Mature","Leptic Calcaric","Dry",NA,NA,NA,NA,NA,11.8,879,NA,NA,NA,"IRGA",20,1,"",965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,5.4,23.77,0.28,NA,NA,"",2.21,10.13,5.06,2.25,4.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515,NA,NA,NA,3.5,45.4,NA,7700,NA,NA,NA,NA,8600,30,"Rs estimated from figure",-0.06,0.02,46.25,10.75,998.54,3.51,1521.9,4.3,2002,FALSE,0.664140794076341,0.664140794076341,302.047108642309,0.69,NA,FALSE,8.29,NA
2315,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S3-Mattarello",2002,2,46.02,11.15,420,"None","",NA,44,"Pinus nigra","Temperate","Forest","Natural","Evergreen","Mature","Calcaric Phaeozem","Dry",NA,NA,NA,NA,NA,11,959,NA,NA,NA,"IRGA",20,1,"",795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,4.48,19.26,0.23,NA,NA,"",1.53,6.91,4.41,2.46,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,NA,NA,NA,2.9,21.5,NA,4400,NA,NA,NA,NA,5400,30,"Rs estimated from figure",-0.02,-0.15,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.01633016865248,1.01633016865248,463.283812828253,0.42,NA,FALSE,4.31,NA
2316,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S4-Lagolo P",2002,2,46.03,11,760,"None","",NA,69,"Pinus sylvestris","Temperate","Forest","Natural","Evergreen","Mature","Calcaric Phaeozem","Dry",NA,NA,NA,NA,NA,9.5,961,NA,NA,NA,"IRGA",20,1,"",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.54,14.61,0.28,NA,NA,"",1.87,8.27,3.78,1.79,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,2.4,39.4,NA,8000,NA,NA,NA,NA,3600,30,"Rs estimated from figure",-0.03,0,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.27607895490701,1.27607895490701,582.403003413803,0.21,NA,FALSE,2.81,NA
2317,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S5-Lagolo B",2002,2,46.04,11.01,970,"None","",NA,61,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Calcaric Cambisol","Dry",NA,NA,NA,NA,NA,8.5,967,NA,NA,NA,"IRGA",20,1,"",719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.17,15.54,0.36,NA,NA,"",2.23,11.61,3.33,1.41,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,NA,NA,NA,4.4,14.4,NA,6300,NA,NA,NA,NA,4700,30,"Rs estimated from figure",-0.04,-0.01,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.55915304562374,1.55915304562374,712.368434700529,0.01,NA,FALSE,1.81,NA
2318,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S6-Brigolina B",2002,2,46.07,11.08,1020,"None","",NA,50,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Calcaric Cambisol","Dry",NA,NA,NA,NA,NA,8.6,976,NA,NA,NA,"IRGA",20,1,"",492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,3.01,11.43,0.27,NA,NA,"",1.7,7.03,3.3,1.68,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,NA,NA,3.8,20.9,NA,7500,NA,NA,NA,NA,5600,30,"Rs estimated from figure",-0.07,-0.08,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.20567897990719,1.20567897990719,550.103820745251,0.12,NA,FALSE,1.91,NA
2319,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S7-Brigolina S",2002,2,46.06,11.07,1020,"None","",NA,50,"Picea abies","Temperate","Forest","Natural","Evergreen","Mature","Calcaric Cambisol","Dry",NA,NA,NA,NA,NA,8.5,982,NA,NA,NA,"IRGA",20,1,"",681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,2.88,5.17,0.25,NA,NA,"",2.02,4.33,2.21,1.38,2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,NA,NA,NA,3.1,55.5,NA,15900,NA,NA,NA,NA,4300,30,"Rs estimated from figure",-0.06,-0.07,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,1.61171079551156,1.61171079551156,736.513626288591,0.08,NA,FALSE,1.81,NA
2320,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S8-Vaneze",2002,2,46.05,11.06,1150,"None","",NA,60,"Picea abies","Temperate","Forest","Natural","Evergreen","Mature","Calcaric Skeletic","Dry",NA,NA,NA,NA,NA,5.9,1015,NA,NA,NA,"IRGA",20,1,"",1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,7.68,36.48,0.35,NA,NA,"",3.65,17.83,6.16,2.03,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,2.5,55.5,NA,11900,NA,NA,NA,NA,10600,30,"Rs estimated from figure",-0.05,-0.06,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,2.12448122377625,2.12448122377625,972.286786387024,0.07,NA,FALSE,0.79,NA
2321,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S9-Lavaronne",2002,2,45.96,11.28,1370,"None","",NA,120,"Abies alba","Temperate","Forest","Natural","Evergreen","Mature","Calcaric Cambisol","Dry",NA,NA,NA,NA,NA,6.7,1085,NA,NA,NA,"IRGA",20,1,"",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,5.85,6.09,0.23,NA,NA,"",3.63,4.4,2.45,1.52,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,3,52.6,NA,11900,NA,NA,NA,NA,9500,30,"Rs estimated from figure",0.04,-0.28,45.75,11.25,1888.17,9.9,2174.9,11.03,2002,FALSE,3.94793422849696,3.94793422849696,1812.86150538899,0.65,NA,FALSE,3.2,NA
2322,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S10-Bondone",2002,2,46.02,11.06,1470,"None","",NA,60,"Fagus sylvatica","Temperate","Forest","Natural","Deciduous","Mature","Calcaric Phaeozem","Dry",NA,NA,NA,NA,NA,6.2,1195,NA,NA,NA,"IRGA",20,1,"",1116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,8.37,18.88,0.24,NA,NA,"",3.09,7.33,4.41,2.35,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,NA,NA,NA,3.4,33.6,NA,4600,NA,NA,NA,NA,7800,30,"Rs estimated from figure",-0.02,-0.06,46.25,11.25,987.17,6.69,1477.3,7.53,2002,FALSE,2.04223366626682,2.04223366626682,934.446241244304,0.16,NA,FALSE,0.49,NA
2323,"00:00.0",3115,"Rodeghiero",NA,"Q01","BBL","Italy","","S11-Renon",2002,2,46.59,11.43,1740,"None","",NA,180,"Picea abies","Temperate","Forest","Natural","Evergreen","Mature","Podzol","Dry",NA,NA,NA,NA,NA,4.2,1008,NA,NA,NA,"IRGA",20,1,"",1230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Logistic, R=a/(1+b exp(-cT))","","umol CO2/m2/s",NA,NA,NA,NA,10,7.99,7.93,0.3,NA,NA,"",5.73,6.4,2.55,1.37,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,2.4,29,NA,5400,NA,NA,NA,NA,11500,30,"Rs estimated from figure",0.41,-0.43,46.75,11.25,762.53,2.8,877.2,3.24,2002,FALSE,1.99743895655446,1.99743895655446,913.840483587073,0.26,NA,FALSE,1.4,NA
2325,"00:00.0",3130,"Sha",NA,"","BBL","China","","Xishuangbanna Station for Tropical Rain Forest Ecosystem Studies",2003,1,21.93,101.27,NA,"None","",NA,200,"Pometia tomentosa; Terminalia myriocarpa; Myristica yunnamensis; Horsfieldia tetratepala; Homalium laoticum; Barringtonia macrostachya","Tropical","Forest","Natural","Evergreen","Mature","Oxisol","Dry",NA,NA,NA,NA,NA,21.4,1557,NA,NA,NA,"Gas chromatography",7,1,"",1274,NA,NA,NA,NA,NA,NA,949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",13,23,NA,0.65,5,93.301,0.086,0,NA,NA,"Positive",NA,NA,NA,NA,NA,2.36,13,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.07,-0.27,21.75,101.25,1557.01,19.46,1347.6,19.54,2003,FALSE,500.832055292547,3.16181837406109,1450.14322898133,0.14,NA,FALSE,1.94,NA
3266,"00:00.0",3131,"Shibata",NA,"","BBL","Japan","","Tomakomai Experimental Forest",1999.5,2,42.67,141.6,NA,"None","",NA,45,"Quercus mongolica; Acer mono; Acer palmatum; Magnolia hyporeuca","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,NA,NA,NA,NA,7.1,1200,NA,NA,NA,"IRGA",NA,NA,"",592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",9,20,NA,0.81,10,0.625,0.1,0,NA,NA,"",1.7,NA,NA,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,NA,NA,NA,NA,549,197,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.33,0.4,42.75,141.75,1060.17,6.67,1416.3,6.75,2000,TRUE,1.22752060998115,1.22752060998115,560.123596811119,0.05,NA,FALSE,0.43,NA
523,"00:00.0",3211,"Zerva",NA,"","BBL","United Kingdom","England","Harwood Forest",2000.5,1.5,55.17,-2.05,300,"None","",NA,12,"Picea sitchensis","Temperate","Forest","Managed","Evergreen","Aggrading","Peaty gley","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gas chromatography",10,1,"",230,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",0,10,NA,0.56,5,0.5,0.25,0,NA,NA,"",1.6,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,110,NA,NA,NA,NA,NA,NA,NA,NA,1110,580,NA,15000,NA,"",-0.17,0.05,55.25,-2.25,796.71,7.85,656.7,7.78,2001,FALSE,3.49681592751648,0.919827421846027,419.068181733271,0.82,NA,FALSE,NA,NA
524,"00:00.0",3211,"Zerva",NA,"","BBL","United Kingdom","England","Harwood Forest",2000.5,1.5,55.17,-2.05,300,"None","",NA,20,"Picea sitchensis","Temperate","Forest","Managed","Evergreen","Aggrading","Peaty gley","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gas chromatography",10,1,"",220,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",0,10,NA,0.56,5,0.5,0.25,0,NA,NA,"",1.6,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,110,NA,NA,NA,NA,NA,NA,NA,NA,2400,480,NA,17500,NA,"",-0.17,0.05,55.25,-2.25,796.71,7.85,656.7,7.78,2001,FALSE,3.49681592751648,0.919827421846027,419.068181733271,0.9,NA,FALSE,NA,NA
525,"00:00.0",3211,"Zerva",NA,"","BBL","United Kingdom","England","Harwood Forest",2000.5,1.5,55.17,-2.05,300,"None","",NA,30,"Picea sitchensis","Temperate","Forest","Managed","Evergreen","Aggrading","Peaty gley","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gas chromatography",10,1,"",540,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/day",0,10,NA,0.56,5,0.5,0.25,0,NA,NA,"",1.6,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1130,170,NA,NA,NA,NA,NA,NA,NA,NA,2710,360,NA,24500,NA,"",-0.17,0.05,55.25,-2.25,796.71,7.85,656.7,7.78,2001,FALSE,3.49681592751648,0.919827421846027,419.068181733271,0.22,NA,FALSE,NA,NA
