Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TAnnual_Del
1183,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,NA,1,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,808,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.39,6.5,2.69,2,20,NA,NA,,1.35,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395,16.65
1184,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,NA,2,Populus X euroamericana,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,724,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.24,6.5,2.7,2,20,NA,NA,,1.35,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275,16.41
1185,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,NA,1,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,747,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.3,6.5,2.6,2.2,20,NA,NA,,1.18,2.2,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395,16.65
1186,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,NA,2,Populus alba,Temperate,Forest,Unmanaged,Deciduous,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,751,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.2,6.5,3.04,2.4,20,NA,NA,,1.27,2.4,2.4,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275,16.41
1187,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2000,1,42.37,11.8,150,None,,NA,1,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,707,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.33,6.5,2.48,2.3,20,NA,NA,,1.08,2.3,2.3,2.3,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,759.1,16.65,2000,150.351,0.805,-0.098,16.395,16.65
1188,00:00.0,2656,King,NA,,BBL,Italy,,POPFACE,2001,1,42.37,11.8,150,None,,NA,2,Pinus nigra,Temperate,Forest,Unmanaged,Evergreen,Aggrading,Heavy clay loam,Dry,NA,NA,NA,NA,NA,14.1,818,NA,NA,NA,IRGA,21,1,,753,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,25,NA,0.26,6.5,3.19,2.5,20,NA,NA,,1.28,2.5,2.5,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.37,0.2,42.25,11.75,773.76,15.48,599.8,16.41,2001,150.351,0.805,-1.157,16.275,16.41
1195,00:00.0,2656,King,NA,,BBL,USA,Tennessee,Oak Ridge,1997,1,35.9,-84.33,230,None,,NA,10,Liquidambar styracifua,Temperate,Forest,Managed,Deciduous,Aggrading,Aquic Hapludult (silty clay loam),Dry,NA,NA,NA,NA,NA,14.2,1390,NA,NA,NA,IRGA,21,1,,598,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,7,25,NA,0.42,6.5,2.5,2.6,20,NA,NA,,0.96,NA,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.1,0.33,35.75,-84.25,1319.73,14.83,1344.1,14.64,1997,209.974,0.633,0.116,17.62,14.64
1261,00:00.0,2771,Smith,NA,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,NA,1,Andropogon gerardii; Schizachrium scoparium; Sorghastrum nutans; Panicum virgatum,Temperate,Grassland,Natural,Deciduous,Mature,Silty clay loam,Dry,NA,NA,NA,NA,NA,13,835,NA,NA,NA,IRGA,25,1,,858,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,8,32,NA,0.67,10,-0.33,0.038,0,NA,NA,None,1.12,NA,2.4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95,13.14
1262,00:00.0,2771,Smith,NA,,BBL,USA,Kansas,Flint Hills,1999.5,1.5,39,-96,200,None,,NA,40,Juniperus virginiana,Temperate,Forest,Natural,Deciduous,Mature,Silty clay loam,Dry,NA,NA,NA,NA,NA,13,835,NA,NA,NA,IRGA,25,1,,534,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential (log1), log(R)=a+b(T-c)",Positive,umol CO2/m2/s,2,32,NA,0.37,10,-0.344,0.034,0,NA,NA,Positive,0.99,2.2,2.2,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,39.25,-95.75,902.59,12.43,666.3,13.14,2000,202.119,0.772,-1.169,17.95,13.14
2154,00:00.0,3052,Mo,NA,Q03,BBL,Japan,,Takayama Experimental Field Station,2000.5,4,36.13,137.42,1420,None,,NA,NA,Quercus crispula; Betula ermanii,Temperate,Forest,Natural,Deciduous,Mature,Brown forest soil (Dystric Cambisols),Dry,NA,NA,NA,NA,NA,7.2,2275,NA,7.1,1945,IRGA,21,1,,726,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,0,21,NA,0.84,1,0.54,0.133,0,NA,NA,Mixed,NA,3.79,3.79,3.79,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Topography-corrected,-0.13,-0.42,36.25,137.25,1815.37,10.01,1653.8,10.06,2001,225.84,0.538,-0.715,7.885,10.06
2325,00:00.0,3130,Sha,NA,,BBL,China,,Xishuangbanna Station for Tropical Rain Forest Ecosystem Studies,2003,1,21.93,101.27,NA,None,,NA,200,Pometia tomentosa; Terminalia myriocarpa; Myristica yunnamensis; Horsfieldia tetratepala; Homalium laoticum; Barringtonia macrostachya,Tropical,Forest,Natural,Evergreen,Mature,Oxisol,Dry,NA,NA,NA,NA,NA,21.4,1557,NA,NA,NA,Gas chromatography,7,1,,1274,NA,NA,NA,NA,NA,NA,949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,13,23,NA,0.65,5,93.301,0.086,0,NA,NA,Positive,NA,NA,NA,NA,NA,2.36,13,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.07,-0.27,21.75,101.25,1557.01,19.46,1347.6,19.54,2003,175.214,0.413,-1.195,18.913,19.54
1284,00:00.0,3273,Campos C.,NA,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,NA,NA,Carpinus caroliniana; Liquidambar macrophylla; Ulmus mexicana; others,Subtropical,Forest,Natural,Deciduous,Mature,Andisols,Dry,NA,NA,NA,NA,NA,19.3,2081,NA,NA,NA,Alkali absorption,30,1,,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,12,20,69,0.12,10,0.65,0.06,0,NA,NA,Negative,1.14,NA,NA,1.18,NA,1.18,12,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,17.31
1285,00:00.0,3273,Campos C.,NA,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,NA,NA,Zea mays; Solanum tuberosum,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Andisols,Dry,0.61,NA,NA,NA,NA,19.3,2081,NA,NA,NA,Alkali absorption,30,1,,672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,27,69,0.12,10,0.65,0.06,0,NA,NA,Negative,1.14,NA,NA,1.18,NA,1.18,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,17.31
1286,00:00.0,3273,Campos C.,NA,,BBL,Mexico,,Cofre de Perote,2003.5,1.3,19.53,-96.99,1490,None,,NA,NA,Grasses (mix),Subtropical,Grassland,Managed,Deciduous,Aggrading,Andisols,Dry,0.42,NA,NA,NA,NA,19.3,2081,NA,NA,NA,Alkali absorption,30,1,,1072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,13,24,69,0.12,10,0.65,0.06,0,NA,NA,Negative,1.14,NA,NA,1.18,NA,1.18,13,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23800,NA,,0.47,-0.01,19.75,-96.75,1532.99,17.22,1583.9,17.31,2004,184.224,0.478,0.276,17.472,17.31
1321,00:00.0,3302,Davidson,NA,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1996,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,864,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.926,6.72
1322,00:00.0,3302,Davidson,NA,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,617,93,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.831,6.53
1323,00:00.0,3302,Davidson,NA,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,1005,247,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.681,8.23
1324,00:00.0,3302,Davidson,NA,"Q10,Q13",BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,1999,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,452,73,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May duplicate Savage ref#1891?,0.47,0.18,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.571,8.01
1325,00:00.0,3302,Davidson,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2000,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,881,101,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,1120.9,6.69,2000,167.449,0.73,0.26,7.911,6.69
1326,00:00.0,3302,Davidson,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2001,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,713,55,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,674,7.51,2001,167.449,0.73,-2.409,8.321,7.51
1327,00:00.0,3302,Davidson,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2002,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,844,157,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,996.1,7.56,2002,167.449,0.73,-0.485,8.346,7.56
1328,00:00.0,3302,Davidson,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill,2003,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,0.1,1,,851,267,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c)/10)",Positive,g C/m2/hr,2,17,NA,NA,10,0.09,0.987,10,NA,NA,Positive,2.08,2.7,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,1202.6,6.51,2003,167.449,0.73,0.748,7.821,6.51
3035,00:00.0,3326,Fang,NA,,BBL,China,,Xishuangbanna,2003.5,1,21.95,101.2,NA,None,,NA,NA,Mix,Tropical,Forest,Natural,Evergreen,Mature,,Dry,NA,NA,NA,NA,NA,21.5,1557,NA,NA,NA,Alkali absorption,30,1,,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,13,23,150,0.87,5,1.524,0.077,0,NA,NA,Positive,NA,NA,NA,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.05,-0.2,21.75,101.25,1557.01,19.46,1466.3,19.08,2004,175.214,0.413,-0.518,20.104,19.08
3036,00:00.0,3326,Fang,NA,,BBL,China,,Xishuangbanna,2003.5,1,21.93,101.25,NA,None,,NA,NA,Hevea brasiliensis,Tropical,Forest,Managed,Evergreen,Aggrading,,Dry,NA,NA,NA,NA,NA,21.5,1557,NA,NA,NA,Alkali absorption,30,1,,764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Exponential, R=a exp(b(T-c))",Positive,g CO2/m2/day,14,24,150,0.82,5,1.464,0.078,0,NA,NA,Positive,NA,NA,NA,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.07,-0.25,21.75,101.25,1557.01,19.46,1466.3,19.08,2004,175.214,0.413,-0.518,20.104,19.08
1342,00:00.0,3333,Frank,NA,,BBL,USA,North Dakota,Northern Great Plains Research Laboratory,2002,2,46.77,-100.92,518,None,,NA,NA,Bouteloua gracilis; Stipa comata; Poa pratensis,Temperate,Grassland,Natural,Deciduous,Mature,Silt loam (frigid Pachic Haplustoll),Dry,NA,NA,NA,NA,NA,5,404,NA,NA,411,IRGA,21,1,,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Linear, R=a+b(T-c)",Positive,g C/m2/day,-5,25,42,0.83,3.8,0.4,0.13,0,NA,NA,Positive,1.64,4.25,2.24,1.76,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,615,NA,8440,NA,,0.23,-0.08,46.75,-100.75,444.01,5.78,302,6.42,2002,114.759,1.141,-1.237,15.395,6.42
1346,00:00.0,3343,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2001,1,53.7,-106.2,NA,None,,NA,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,NA,NA,NA,NA,NA,0.3,456,NA,3,240,IRGA,0.1,1,,914,165,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,NA,0.82,2,4.1,4.1,10,NA,NA,Mixed,3.8,3.8,3.8,3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,95,NA,NA,NA,,0.3,0.2,53.75,-106.25,466.77,-0.03,518.6,2.01,2001,98.814,1.161,0.525,4.53,2.01
1347,00:00.0,3344,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2002,1,53.7,-106.2,NA,None,,NA,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,NA,NA,NA,NA,NA,0.3,456,NA,0.7,289,IRGA,0.1,1,,745,134,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,NA,0.9,2,3.7,3.6,10,NA,NA,Mixed,3.7,3.6,3.6,3.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,95,NA,NA,NA,,0.3,0.2,53.75,-106.25,466.77,-0.03,328.3,-0.02,2002,98.814,1.161,-1.401,3.781,-0.02
1348,00:00.0,3344,Gaumont-Guay,NA,,BBL,Canada,Saskatchewan,BOREAS SSA-OA,2003,1,53.7,-106.2,NA,None,,NA,81,Populus tremuloides,Boreal,Forest,Natural,Deciduous,Mature,Orthic gray luvisols (sandy clay loam),Dry,NA,NA,NA,NA,NA,0.3,456,NA,1.9,254,IRGA,0.1,1,,827,149,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,17,NA,0.83,2,3.7,3.3,10,NA,NA,Mixed,3.7,3.3,3.3,3.3,3.3,NA,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,95,NA,NA,NA,,0.3,0.2,53.75,-106.25,466.77,-0.03,516.3,0.68,2003,98.814,1.161,0.501,3.781,0.68
623,00:00.0,3429,Kucharik,NA,,BBL,USA,Wisconsin,UW Arboretum-remnant,2002,1,43.03,-89.43,264,None,,NA,NA,Carex pellita,Temperate,Grassland,Natural,Deciduous,Mature,Sable silty clay loam,Dry,0.89,15,34,49,14,7.5,928,NA,7.5,778,IRGA,14,1,,1181,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-5,25,301,0.66,10,3.02,2.49,10,NA,NA,Positive,3.02,2.49,2.49,2.49,2.49,NA,NA,NA,NA,NA,NA,NA,NA,137.3,761,346,415,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,694,NA,NA,NA,,-0.03,0.43,43.25,-89.25,847.62,7.84,687,8.72,2002,131.481,0.898,-1.222,9.904,8.72
